station_id,target,data_version,model,information_combination,window,evaluation_split,n_gap_lengths,gap_lengths,n_complete_anchor_curves,n_incomplete_anchor_curves_excluded,n_bootstrap_clusters,n_resampleable_station_year_strata,n_bootstrap_samples,raw_frontier_days,raw_frontier_censoring,monotone_frontier_days,monotone_frontier_censoring,bootstrap_unit,joint_cross_gap_resampling,reason,statistical_frontier_days,statistical_frontier_censoring,statistical_frontier_status,raw_frontier_days_ci_lower,raw_frontier_days_ci_upper,raw_frontier_days_finite_bootstrap,raw_frontier_days_left_censored_bootstrap,raw_frontier_days_right_censored_bootstrap,monotone_frontier_days_ci_lower,monotone_frontier_days_ci_upper,monotone_frontier_days_finite_bootstrap,monotone_frontier_days_left_censored_bootstrap,monotone_frontier_days_right_censored_bootstrap,breakpoint_days,breakpoint_reason,n_anchors,n_years,p_value,n_hypothesis_units,n_hypothesis_clusters,hypothesis_estimand,hypothesis_family,hypothesis_status,training_seeds_collapsed_first,p_bh,bh_family_size,bh_finite_hypotheses,bh_reject,bh_alpha,bh_scope,frontier_denominator,frontier_code_path,status
P3,T,published_v2,pchip,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,2.5241355385000794,2.5241355385000794,82,1918,0,2.5241355385000794,2.5241355385000794,82,1918,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
P3,T,published_v2,random_forest,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
P3,T,published_v2,xgboost,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,air_hydro,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.0014324188232421875,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.0019337654113769532,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,air_only,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.0003948211669921875,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.000561061658357319,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,climatology,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,8.808816107654478,8.808816107654478,61,1939,0,8.808816107654478,8.808816107654478,61,1939,0,3.0,,20,3,0.0003223419189453125,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.00048351287841796875,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,donor_regression,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.0,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,1.0,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,kalman,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,12.609860353315433,,station_year_overlap_cluster,True,,2.038571078427477,,threshold_crossing_interpolated,1.5612868675409644,8.35683909458273,572,1428,0,2.664703189461621,19.07224476984842,2000,0,0,240.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,linear,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,12.33567335108547,,station_year_overlap_cluster,True,,2.1083627194187793,,threshold_crossing_interpolated,1.5773789925552337,8.232305020769541,591,1409,0,2.7083357799265912,18.170142830952855,2000,0,0,90.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,pchip,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,14.88512474967478,,station_year_overlap_cluster,True,,1.7431285608705096,,threshold_crossing_interpolated,1.7688043747444449,13.020919006309086,590,1410,0,2.6943978682350243,62.21433582102503,2000,0,0,120.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.6784580775669643e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,random_forest,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.20244979858398438,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.237658459207286,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
S2,T,published_v2,xgboost,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.1230926513671875,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.15826198032924108,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok
